Accident_Severity,Time,Road_Surface_Conditions,Weather_Conditions,Urban_or_Rural_Area,Number_of_Vehicles
3,"14:15",Dry,"Fine without high winds",1,2
3,"16:25",Dry,"Fine with high winds",1,2
3,"08:35",Dry,"Fine without high winds",1,2
3,"20:40",Dry,"Fine without high winds",1,2
3,"17:45",Dry,"Fine without high winds",1,2
2,"08:20",Dry,"Fine without high winds",1,2
2,"02:24",Dry,"Fine without high winds",1,2
3,"17:50",Dry,"Fine without high winds",1,2
3,"09:00",Dry,"Fine without high winds",1,2
3,"16:25",Dry,"Fine without high winds",1,1
3,"14:55",Wet,"Raining without high winds",1,2
3,"10:10",Dry,"Fine without high winds",1,2
3,"09:30",Dry,"Fine without high winds",1,2
3,"17:45",Dry,"Fine without high winds",1,2
2,"03:45",Dry,"Fine without high winds",1,1
3,"23:15",Dry,"Fine without high winds",1,2
3,"17:15",Dry,"Fine without high winds",1,2
3,"09:00",Dry,"Fine without high winds",1,3
3,"12:30",Dry,"Fine without high winds",1,3
3,"20:35",Dry,"Fine without high winds",1,1
3,"16:55",Dry,"Fine without high winds",1,1
3,"17:00",Dry,"Fine without high winds",1,2
3,"19:00",Dry,"Fine without high winds",1,2
3,"11:05",Dry,"Fine without high winds",1,2
3,"15:15",Dry,"Fine without high winds",1,1
3,"08:40",Dry,"Fine without high winds",1,3
3,"15:30",Dry,"Fine without high winds",1,2
3,"17:40",Dry,"Fine without high winds",1,2
3,"10:15",Dry,"Fine without high winds",1,2
3,"09:30",Dry,"Fine without high winds",1,2
3,"16:50",Dry,"Fine without high winds",1,2
3,"19:47",Dry,"Fine without high winds",1,2
3,"17:15",Dry,"Fine without high winds",1,1
3,"21:10",Wet,"Raining without high winds",1,2
3,"09:00",Dry,"Fine without high winds",1,1
3,"14:40",Dry,"Fine without high winds",1,2
3,"08:15",Dry,"Fine with high winds",1,2
2,"15:22",Dry,"Fine without high winds",1,1
3,"02:15",Dry,"Fine without high winds",1,2
3,"18:50",Dry,"Fine without high winds",1,1
3,"11:45",Dry,"Fine without high winds",1,1
2,"16:25",Dry,"Fine without high winds",1,1
3,"16:00",Dry,"Fine without high winds",1,2
2,"22:04",Dry,"Fine without high winds",1,1
3,"08:08",Dry,"Fine without high winds",1,2
3,"02:20",Wet,"Fog or mist",1,1
3,"22:45",Wet,"Fine without high winds",1,1
3,"18:15",Dry,"Fine without high winds",1,2
3,"16:00",Dry,"Other",1,2
3,"10:20",Dry,"Fine without high winds",1,2
3,"10:30",Dry,"Fine without high winds",1,3
2,"19:54",Dry,"Fine without high winds",1,2
3,"13:10",Dry,"Fine without high winds",1,2
1,"03:24",Dry,"Fine without high winds",1,1
3,"15:35",Dry,"Fine without high winds",1,1
3,"12:00",Wet,"Fine without high winds",1,1
3,"15:45",Dry,"Fine without high winds",1,1
2,"16:45",Dry,"Fine without high winds",1,2
3,"03:00",Dry,"Fine without high winds",1,1
2,"17:20",Dry,"Fine without high winds",1,2
3,"10:00",Wet,"Raining without high winds",1,2
3,"15:00",Dry,"Fine without high winds",1,1
3,"12:30",Wet,"Raining without high winds",1,2
3,"16:10",Dry,"Fine without high winds",1,2
3,"10:40",Dry,"Fine without high winds",1,2
3,"11:30",Dry,"Fine without high winds",1,2
3,"18:05",Dry,"Fine without high winds",1,1
3,"18:15",Dry,"Fine without high winds",1,2
3,"16:15",Dry,"Fine without high winds",1,1
3,"12:00",Dry,"Fine without high winds",1,2
3,"17:00",Dry,"Fine without high winds",1,2
3,"17:30",Dry,"Fine without high winds",1,2
3,"16:30",Dry,"Fine without high winds",1,2
3,"09:00",Dry,"Fine without high winds",1,2
3,"19:30",Dry,"Fine without high winds",1,7
3,"19:16",Dry,"Fine without high winds",1,1
3,"20:35",Wet,"Fine without high winds",1,2
3,"16:55",Wet,"Fine without high winds",1,1
3,"18:10",Dry,"Fine without high winds",1,1
3,"16:20",Dry,"Fine without high winds",1,2
3,"16:10",Dry,"Fine without high winds",1,2
3,"14:06",Dry,"Fine without high winds",1,2
2,"15:45",Dry,"Fine without high winds",1,1
2,"14:17",Wet,"Fine without high winds",2,2
3,"13:30",Wet,"Raining without high winds",1,2
3,"18:20",Dry,"Fine without high winds",1,2
3,"09:50",Dry,"Fine without high winds",1,3
3,"11:00",Dry,"Fine without high winds",1,2
3,"02:29",Wet,"Other",1,2
3,"01:40",Dry,"Fine without high winds",1,1
3,"20:56",Dry,"Fine without high winds",1,2
3,"17:56",Dry,"Fine without high winds",1,2
2,"03:00",Dry,"Fine without high winds",1,1
3,"08:30",Dry,"Fine without high winds",1,2
3,"16:00",Dry,"Fine without high winds",1,3
3,"15:15",Dry,"Fine without high winds",1,2
3,"17:15",Dry,"Fine without high winds",1,2
3,"12:30",Dry,"Fine without high winds",1,2
3,"21:30",Wet,"Raining without high winds",1,2
3,"22:30",Dry,"Fine without high winds",1,2
3,"16:10",Dry,"Fine without high winds",1,3
3,"16:40",Dry,"Fine without high winds",1,4
2,"15:30",Dry,"Fine without high winds",1,1
3,"01:30",Dry,"Fine without high winds",1,1
3,"20:30",Dry,"Fine without high winds",1,2
3,"15:15",Dry,"Fine without high winds",1,2
3,"00:05",Dry,"Fine without high winds",1,2
3,"17:05",Dry,"Fine without high winds",1,2
3,"10:20",Dry,"Fine without high winds",1,2
3,"12:40",Dry,"Fine without high winds",1,2
3,"15:00",Dry,"Fine without high winds",1,2
3,"15:15",Dry,"Fine without high winds",1,3
3,"23:05",Dry,"Fine without high winds",1,1
3,"17:06",Dry,"Fine without high winds",1,1
3,"18:50",Dry,"Fine without high winds",1,2
3,"09:20",Dry,"Fine without high winds",1,2
3,"16:55",Dry,"Fine without high winds",1,2
3,"13:30",Dry,"Fine without high winds",1,1
3,"20:20",Dry,"Fine without high winds",1,1
3,"02:25",Wet,"Other",1,2
3,"08:10",Dry,"Fine without high winds",1,1
3,"00:10",Dry,"Fine without high winds",1,3
3,"19:15",Dry,"Fine without high winds",1,2
3,"10:50",Dry,"Fine without high winds",1,2
3,"12:45",Dry,"Fine without high winds",1,1
3,"17:55",Dry,"Fine without high winds",1,2
2,"22:30",Dry,"Fine without high winds",1,2
3,"08:45",Dry,"Fine without high winds",1,2
3,"10:30",Dry,"Fine without high winds",1,1
3,"16:30",Dry,"Fine without high winds",1,2
3,"15:15",Dry,"Fine without high winds",1,2
3,"09:50",Dry,"Fine without high winds",1,2
3,"13:30",Dry,"Fine without high winds",1,2
3,"12:25",Wet,"Raining without high winds",1,2
2,"05:05",Dry,"Fine without high winds",1,3
2,"08:55",Dry,"Fine without high winds",1,2
3,"08:15",Wet,"Raining without high winds",1,2
3,"09:00",Dry,"Fine without high winds",1,2
3,"01:45",Dry,"Fine without high winds",1,1
2,"20:30",Dry,"Fine without high winds",1,1
3,"21:20",Dry,"Fine without high winds",1,1
2,"18:05",Dry,"Fine without high winds",1,1
3,"00:23",Dry,"Fine without high winds",1,2
3,"10:50",Wet,"Raining without high winds",1,2
3,"17:00",Dry,"Fine without high winds",1,3
3,"14:00",Dry,"Fine without high winds",1,4
3,"13:55",Dry,"Fine without high winds",1,1
3,"17:02",Dry,"Fine without high winds",1,2
3,"15:30",Dry,"Fine without high winds",1,1
3,"23:30",Dry,"Fine without high winds",1,2
3,"07:50",Wet,"Raining without high winds",2,3
3,"09:30",Dry,"Fine without high winds",1,1
3,"19:50",Dry,"Fine without high winds",1,2
3,"14:10",Dry,"Fine without high winds",1,1
3,"17:05",Dry,"Fine without high winds",1,1
3,"21:00",Dry,"Fine without high winds",1,2
3,"18:00",Dry,"Fine without high winds",1,2
3,"20:40",Dry,"Fine without high winds",1,1
3,"19:00",Dry,"Fine without high winds",1,2
3,"12:20",Dry,"Fine without high winds",1,2
3,"02:05",Dry,"Fine without high winds",1,1
3,"14:30",Dry,"Fine without high winds",1,2
3,"11:45",Dry,"Fine without high winds",1,2
3,"12:30",Dry,"Fine without high winds",1,1
3,"11:30",Dry,"Fine without high winds",1,2
3,"23:30",Dry,"Fine without high winds",1,2
3,"15:20",Snow,"Raining without high winds",1,2
3,"12:25",Dry,"Fine without high winds",1,2
3,"17:00",Dry,"Fine without high winds",1,2
3,"16:45",Dry,"Fine without high winds",1,2
2,"18:00",Dry,"Fine without high winds",1,3
3,"20:55",Dry,"Other",1,2
3,"17:00",Dry,"Fine without high winds",1,1
2,"00:40",Dry,"Fine without high winds",1,1
3,"11:15",Dry,"Fine without high winds",1,2
3,"01:25",Wet,"Raining without high winds",1,2
2,"12:15",Dry,"Fine without high winds",1,1
2,"22:20",Wet,"Raining without high winds",1,1
3,"12:30",Dry,"Fine without high winds",1,3
2,"18:30",Dry,"Fine without high winds",1,1
3,"10:00",Dry,"Fine without high winds",1,3
3,"08:40",Dry,"Fine without high winds",1,2
3,"21:35",Dry,"Fine without high winds",1,2
3,"09:30",Dry,"Fine without high winds",1,2
3,"12:45",Dry,"Fine without high winds",1,3
3,"15:20",Dry,"Fine without high winds",1,1
3,"18:50",Dry,"Fine without high winds",1,2
3,"12:30",Dry,"Fine without high winds",1,2
3,"12:40",Dry,"Fine without high winds",1,2
3,"10:27",Dry,"Fine without high winds",1,1
3,"09:00",Dry,"Fine without high winds",1,1
3,"12:40",Dry,"Fine without high winds",1,1
3,"15:35",Dry,"Fine without high winds",1,1
3,"14:30",Dry,"Fine without high winds",1,1
3,"10:05",Dry,"Fine without high winds",1,2
2,"10:50",Dry,"Fine without high winds",1,1
3,"09:20",Dry,"Fine without high winds",1,2
2,"17:10",Dry,"Fine without high winds",1,1
3,"11:40",Wet,"Raining without high winds",1,2
3,"17:30",Dry,"Fine without high winds",1,2
3,"14:50",Dry,"Fine without high winds",1,2
3,"18:25",Wet,"Raining without high winds",1,2
3,"22:15",Dry,"Fine without high winds",1,2
3,"17:15",Wet,"Fine without high winds",1,2
3,"00:15",Dry,"Fine without high winds",1,2
3,"09:30",Dry,"Fine without high winds",1,3
3,"18:30",Wet,"Raining without high winds",1,3
3,"12:00",Wet,"Raining without high winds",1,2
3,"15:06",Dry,"Fine without high winds",1,2
3,"14:45",Dry,"Fine without high winds",1,2
1,"17:05",Dry,"Fine without high winds",1,1
3,"09:20",Wet,"Unknown",1,1
3,"12:50",Dry,"Fine without high winds",1,1
3,"15:50",Dry,"Fine without high winds",1,4
3,"11:10",Dry,"Fine without high winds",1,2
3,"17:30",Dry,"Fine without high winds",1,2
3,"20:21",Dry,"Fine with high winds",1,2
3,"18:30",Dry,"Fine with high winds",1,1
2,"17:00",Dry,"Fine without high winds",1,2
3,"13:30",Dry,"Fine without high winds",1,2
3,"12:45",Dry,"Fine without high winds",1,3
3,"17:15",Dry,"Fine without high winds",1,2
3,"08:50",Dry,"Fine without high winds",1,2
3,"06:00",Dry,"Fine without high winds",1,2
3,"19:00",Dry,"Fine without high winds",1,2
3,"21:15",Dry,"Fine without high winds",1,2
2,"13:20",Dry,"Fine without high winds",1,1
3,"07:00",Wet,"Raining without high winds",1,2
3,"07:30",Dry,"Fine without high winds",1,2
3,"11:00",Dry,"Fine without high winds",1,3
3,"13:50",Dry,"Fine without high winds",1,2
3,"09:30",Dry,"Fine without high winds",1,2
3,"14:40",Dry,"Fine without high winds",1,2
3,"13:10",Dry,"Fine with high winds",1,1
3,"15:55",Dry,"Fine without high winds",1,2
3,"10:15",Dry,"Fine without high winds",1,2
3,"12:40",Dry,"Fine without high winds",1,2
3,"17:35",Dry,"Fine without high winds",1,2
3,"15:10",Dry,"Fine without high winds",1,1
3,"11:30",Dry,"Fine without high winds",1,2
2,"16:40",Dry,"Fine without high winds",1,1
3,"15:00",Dry,"Fine without high winds",1,3
3,"19:00",Dry,"Fine without high winds",1,2
3,"15:06",Dry,"Fine without high winds",1,2
3,"05:30",Dry,"Fine without high winds",1,2
3,"19:25",Dry,"Fine without high winds",1,1
3,"20:35",Dry,"Fine without high winds",1,2
3,"17:40",Dry,"Fine without high winds",1,1
2,"21:00",Dry,"Fine without high winds",1,1
3,"17:35",Dry,"Fine without high winds",1,2
3,"14:00",Dry,"Fine without high winds",1,2
3,"12:22",Dry,"Fine without high winds",1,2
3,"20:20",Dry,"Fine without high winds",1,2
3,"16:30",Dry,"Fine without high winds",1,2
3,"23:20",Dry,"Fine without high winds",1,2
3,"08:46",Dry,"Fine without high winds",1,2
3,"19:20",Dry,"Fine without high winds",1,2
3,"17:58",Dry,"Fine without high winds",1,2
2,"23:20",Dry,"Fine without high winds",1,1
3,"15:00",Dry,"Fine without high winds",1,1
3,"16:05",Dry,"Fine without high winds",1,2
3,"17:10",Dry,"Fine without high winds",1,2
3,"16:40",Dry,"Fine without high winds",1,2
3,"17:50",Dry,"Fine without high winds",1,1
2,"20:40",Dry,"Fine without high winds",1,1
3,"18:45",Dry,"Fine without high winds",1,2
3,"18:50",Dry,"Fine without high winds",1,1
3,"09:05",Dry,"Fine without high winds",1,2
3,"14:00",Dry,"Fine without high winds",1,2
3,"16:30",Dry,"Fine without high winds",1,3
3,"09:05",Dry,"Fine without high winds",1,1
3,"17:00",Dry,"Fine without high winds",1,1
3,"17:00",Wet,"Fine without high winds",1,2
3,"16:54",Dry,"Fine without high winds",1,3
2,"13:15",Dry,"Fine without high winds",1,2
3,"15:50",Dry,"Fine without high winds",1,2
3,"07:35",Dry,"Fine without high winds",1,2
1,"10:30",Dry,"Fine without high winds",1,1
3,"19:05",Dry,"Fine without high winds",1,2
3,"13:40",Dry,"Fine without high winds",1,2
3,"19:00",Dry,"Fine without high winds",1,3
3,"14:19",Dry,"Fine without high winds",1,4
3,"14:00",Dry,"Fine without high winds",1,2
3,"12:16",Dry,"Fine without high winds",1,1
3,"14:15",Dry,"Fine without high winds",1,2
2,"03:55",Dry,"Fine without high winds",1,1
2,"20:15",Dry,"Fine without high winds",1,1
3,"19:25",Wet,"Raining without high winds",1,2
3,"17:35",Dry,"Fine without high winds",1,2
3,"18:35",Dry,"Fine without high winds",1,2
2,"15:25",Dry,"Fine without high winds",1,1
3,"12:57",Wet,"Raining without high winds",1,1
3,"09:25",Dry,"Fine without high winds",1,2
3,"16:00",Dry,"Fine without high winds",1,2
3,"17:40",Dry,"Fine without high winds",1,2
3,"19:05",Wet,"Fine without high winds",1,2
3,"17:30",Wet,"Raining without high winds",1,2
3,"13:50",Dry,"Fine without high winds",1,2
2,"09:40",Dry,"Fine without high winds",1,1
3,"02:06",Wet,"Fine without high winds",1,1
3,"10:50",Wet,"Raining without high winds",1,3
3,"21:15",Dry,"Fine without high winds",1,1
3,"11:30",Dry,"Fine without high winds",1,2
3,"12:10",Dry,"Fine without high winds",1,2
3,"12:15",Dry,"Fine without high winds",1,2
3,"13:00",Dry,"Fine without high winds",1,1
3,"16:15",Dry,"Fine without high winds",1,2
3,"18:30",Dry,"Fine without high winds",1,2
3,"17:30",Dry,"Fine without high winds",1,4
3,"16:10",Dry,"Fine without high winds",1,2
3,"14:10",Dry,"Fine without high winds",1,2
3,"15:55",Dry,"Fine without high winds",1,2
3,"19:15",Wet,"Fine without high winds",1,2
3,"15:00",Dry,"Fine without high winds",1,2
3,"19:45",Dry,"Fine without high winds",1,2
3,"15:15",Dry,"Fine without high winds",1,2
3,"01:00",Dry,"Fine without high winds",1,2
3,"15:45",Dry,"Fine without high winds",1,2
3,"17:30",Dry,"Fine without high winds",1,1
3,"09:55",Wet,"Raining without high winds",1,2
3,"14:00",Dry,"Fine without high winds",1,2
3,"16:10",Dry,"Fine without high winds",1,1
3,"11:30",Dry,"Fine without high winds",1,2
3,"12:00",Dry,"Fine without high winds",1,1
3,"13:20",Wet,"Raining without high winds",1,2
3,"02:50",Wet,"Raining without high winds",1,1
3,"13:15",Dry,"Fine without high winds",1,3
3,"19:20",Wet,"Raining without high winds",1,1
2,"17:00",Dry,"Fine without high winds",1,1
3,"12:30",Dry,"Fine without high winds",1,1
3,"20:10",Dry,"Fine without high winds",1,2
3,"15:30",Dry,"Fine without high winds",1,1
3,"09:00",Wet,"Fine without high winds",1,3
3,"11:26",Dry,"Fine without high winds",1,2
3,"11:50",Dry,"Fine without high winds",1,2
3,"13:30",Dry,"Fine without high winds",1,2
3,"11:00",Dry,"Fine without high winds",1,1
3,"17:01",Dry,"Fine without high winds",1,1
3,"22:06",Dry,"Fine without high winds",1,2
3,"14:45",Dry,"Fine without high winds",1,2
3,"11:45",Dry,"Fine without high winds",1,2
3,"19:00",Dry,"Fine without high winds",1,2
3,"13:52",Dry,"Fine without high winds",1,1
3,"15:00",Dry,"Fine without high winds",1,3
3,"19:30",Dry,"Fine without high winds",1,2
3,"14:00",Dry,"Fine without high winds",1,2
3,"17:30",Dry,"Fine without high winds",1,2
3,"17:16",Dry,"Fine without high winds",1,1
3,"15:00",Dry,"Fine without high winds",1,2
3,"10:10",Dry,"Fine without high winds",1,2
2,"13:50",Dry,"Fine without high winds",1,2
3,"12:00",Wet,"Raining without high winds",1,2
3,"18:44",Dry,"Fine without high winds",1,1
3,"13:40",Dry,"Fine without high winds",1,1
3,"20:45",Dry,"Fine without high winds",1,2
2,"04:59",Dry,"Fine without high winds",1,3
3,"18:50",Dry,"Fine without high winds",1,2
3,"17:00",Dry,"Fine without high winds",1,2
3,"20:45",Dry,"Fine without high winds",1,2
3,"10:00",Dry,"Fine without high winds",1,1
3,"04:59",Dry,"Fine without high winds",1,2
3,"16:30",Dry,"Fine without high winds",1,3
3,"23:00",Wet,"Fine without high winds",1,2
3,"12:10",Wet,"Raining without high winds",1,2
3,"11:04",Wet,"Raining without high winds",1,2
3,"11:35",Dry,"Fine without high winds",1,1
3,"12:29",Dry,"Fine without high winds",1,4
3,"03:14",Wet,"Other",1,1
2,"09:15",Wet,"Raining without high winds",1,1
3,"15:15",Wet,"Raining without high winds",1,2
3,"11:20",Wet,"Raining without high winds",1,2
3,"12:30",Wet,"Fine without high winds",1,2
3,"19:45",Dry,"Fine without high winds",1,2
3,"23:55",Dry,"Fine without high winds",1,2
3,"07:40",Dry,"Fine without high winds",1,2
3,"16:30",Dry,"Fine without high winds",1,2
3,"10:30",Dry,"Fine without high winds",1,1
3,"18:36",Dry,"Fine without high winds",1,2
3,"16:20",Dry,"Fine without high winds",1,2
3,"12:00",Dry,"Fine without high winds",1,2
3,"02:43",Dry,"Fine without high winds",1,6
3,"10:00",Wet,"Raining without high winds",1,2
3,"16:30",Dry,"Fine without high winds",1,2
2,"22:50",Wet,"Raining without high winds",1,2
3,"16:00",Dry,"Fine without high winds",1,2
3,"19:20",Dry,"Fine without high winds",1,2
3,"10:00",Dry,"Fine without high winds",1,2
3,"17:25",Dry,"Fine without high winds",1,2
3,"16:15",Dry,"Fine without high winds",1,2
3,"17:50",Wet,"Raining with high winds",1,2
2,"23:30",Dry,"Fine without high winds",1,2
3,"18:30",Dry,"Fine without high winds",1,2
3,"22:10",Dry,"Fine without high winds",1,2
3,"17:15",Dry,"Fine without high winds",1,3
2,"17:45",Dry,"Fine without high winds",1,2
3,"21:20",Dry,"Fine without high winds",1,2
2,"17:00",Dry,"Fine without high winds",1,1
3,"12:00",Dry,"Fine without high winds",1,1
2,"07:25",Dry,"Fog or mist",1,1
3,"18:25",Dry,"Fine without high winds",1,2
3,"09:05",Dry,"Fine without high winds",1,3
3,"18:55",Wet,"Raining without high winds",1,2
3,"09:30",Dry,"Fine without high winds",1,2
3,"20:30",Dry,"Fine without high winds",1,2
3,"08:22",Dry,"Fine without high winds",1,2
3,"12:00",Dry,"Fine without high winds",1,1
3,"11:30",Dry,"Fine without high winds",1,2
3,"23:30",Dry,"Fine without high winds",1,1
3,"09:00",Dry,"Fine without high winds",1,2
3,"17:15",Dry,"Fine without high winds",1,3
3,"08:00",Dry,"Fine without high winds",1,2
3,"08:30",Dry,"Fine without high winds",1,3
3,"20:20",Wet,"Raining without high winds",1,1
3,"14:00",Wet,"Fine without high winds",1,2
3,"18:00",Dry,"Fine without high winds",1,3
3,"20:00",Dry,"Unknown",1,1
3,"18:20",Dry,"Fine without high winds",1,3
3,"17:57",Dry,"Fine without high winds",1,2
3,"17:35",Dry,"Fine without high winds",1,2
3,"22:30",Dry,"Fine without high winds",1,2
3,"10:50",Dry,"Fine without high winds",1,2
3,"14:39",Dry,"Fine without high winds",1,2
3,"12:10",Dry,"Fine without high winds",1,2
3,"19:30",Wet,"Raining with high winds",1,2
3,"00:25",Dry,"Fine without high winds",1,2
3,"16:11",Wet,"Raining with high winds",1,2
3,"20:10",Dry,"Fine without high winds",1,2
3,"17:30",Wet,"Fine with high winds",1,2
3,"18:30",Wet,"Raining without high winds",1,2
2,"09:50",Wet,"Fine without high winds",1,2
3,"18:10",Wet,"Raining without high winds",1,3
3,"10:15",Wet,"Fine without high winds",1,2
3,"14:45",Wet,"Raining without high winds",1,7
3,"15:35",Dry,"Fine without high winds",1,2
3,"16:10",Dry,"Fine without high winds",1,3
3,"17:20",Dry,"Fine without high winds",1,2
2,"10:50",Dry,"Fine without high winds",1,2
3,"14:50",Wet,"Raining without high winds",1,2
3,"20:30",Wet,"Raining without high winds",1,1
3,"14:15",Wet,"Raining without high winds",1,2
3,"18:00",Wet,"Fine without high winds",1,2
3,"20:05",Dry,"Fine without high winds",1,1
3,"16:00",Dry,"Fine without high winds",1,2
3,"16:07",Dry,"Fine without high winds",1,2
3,"16:00",Dry,"Fine without high winds",1,1
3,"03:00",Wet,"Raining without high winds",1,2
3,"15:45",Dry,"Fine without high winds",1,2
3,"18:00",Dry,"Fine without high winds",1,2
3,"13:08",Dry,"Fine without high winds",1,2
3,"08:00",Wet,"Raining without high winds",1,1
3,"17:20",Dry,"Fine without high winds",1,2
3,"08:35",Dry,"Fine without high winds",1,1
3,"13:00",Wet,"Raining without high winds",1,2
3,"17:40",Dry,"Fine without high winds",1,3
3,"17:00",Dry,"Fine without high winds",1,2
3,"16:15",Wet,"Raining without high winds",1,2
3,"07:35",Dry,"Fine without high winds",1,1
3,"18:30",Dry,"Fine without high winds",1,2
3,"13:44",Dry,"Fine without high winds",1,1
3,"22:05",Dry,"Fine without high winds",1,2
3,"08:30",Dry,"Fine without high winds",1,2
3,"16:45",Dry,"Fine without high winds",1,2
3,"16:45",Wet,"Fine without high winds",1,1
2,"14:50",Dry,"Fine without high winds",1,1
2,"09:20",Wet,"Raining with high winds",1,3
2,"20:05",Wet,"Fine without high winds",1,1
3,"19:10",Dry,"Fine without high winds",1,1
2,"10:55",Dry,"Fine without high winds",1,1
3,"22:40",Dry,"Fine without high winds",1,2
3,"15:40",Wet,"Raining without high winds",1,3
3,"15:25",Wet,"Fine without high winds",1,1
3,"15:00",Dry,"Fine without high winds",1,1
3,"15:50",Wet,"Raining without high winds",1,1
3,"16:15",Dry,"Other",1,3
3,"12:30",Wet,"Fine without high winds",1,2
3,"07:45",Dry,"Fine without high winds",1,3
2,"11:05",Wet,"Fine without high winds",1,1
3,"15:00",Dry,"Fine without high winds",1,2
3,"16:40",Wet,"Unknown",1,2
3,"21:18",Dry,"Fine without high winds",1,2
3,"06:45",Wet,"Fine without high winds",1,2
2,"20:55",Wet,"Fine without high winds",2,1
3,"17:15",Wet,"Raining without high winds",1,2
3,"21:25",Dry,"Fine without high winds",1,2
3,"14:50",Dry,"Fine without high winds",1,2
2,"14:20",Dry,"Fine without high winds",1,1
3,"21:02",Wet,"Raining without high winds",1,4
3,"16:10",Dry,"Fine without high winds",1,2
3,"16:33",Dry,"Fine without high winds",1,2
3,"20:15",Wet,"Raining without high winds",1,2
3,"08:00",Dry,"Fine without high winds",1,2
3,"11:21",Wet,"Fine without high winds",2,4
3,"17:00",Wet,"Fine without high winds",1,1
3,"16:45",Wet,"Fine without high winds",1,3
3,"16:00",Wet,"Other",1,2
3,"00:01",Wet,"Raining without high winds",1,2
3,"18:40",Wet,"Fine without high winds",1,1
3,"18:15",Wet,"Raining with high winds",1,2
3,"09:55",Wet,"Raining with high winds",1,2
3,"17:35",Dry,"Fine without high winds",2,2
3,"10:45",Dry,"Fine without high winds",1,2
3,"08:40",Dry,"Fine without high winds",1,2
3,"11:05",Dry,"Fine without high winds",1,2
3,"13:30",Dry,"Fine without high winds",1,2
3,"08:30",Wet,"Fine without high winds",1,4
3,"17:25",Wet,"Fine without high winds",1,3
2,"17:20",Wet,"Raining without high winds",1,3
3,"21:45",Dry,"Fine without high winds",1,1
3,"00:36",Dry,"Fine without high winds",1,2
3,"17:55",Dry,"Fine without high winds",1,2
3,"08:30",Wet,"Fine without high winds",2,3
3,"20:20",Dry,"Fine without high winds",1,2
2,"00:10",Wet,"Fine without high winds",1,1
3,"15:30",Dry,"Fine without high winds",1,1
3,"13:50",Dry,"Fine without high winds",1,2
3,"18:25",Dry,"Fine without high winds",1,2
2,"09:25",Dry,"Fine without high winds",1,1
3,"15:55",Wet,"Fine without high winds",1,1
3,"20:00",Dry,"Unknown",1,2
3,"09:45",Wet,"Raining with high winds",1,2
3,"19:20",Wet,"Raining without high winds",1,3
3,"10:00",Wet,"Fine without high winds",1,2
2,"01:47",Wet,"Raining with high winds",1,2
3,"09:40",Wet,"Raining without high winds",1,2
3,"10:40",Dry,"Fine without high winds",1,1
3,"15:20",Wet,"Other",1,2
3,"16:00",Wet,"Fine without high winds",1,1
2,"10:20",Wet,"Raining without high winds",1,2
3,"22:40",Wet,"Other",1,2
3,"13:35",Wet,"Raining with high winds",1,2
3,"07:10",Wet,"Fine without high winds",1,2
3,"16:55",Wet,"Raining without high winds",1,1
3,"13:53",Wet,"Fine without high winds",1,2
3,"17:00",Dry,"Fine without high winds",1,3
2,"18:19",Wet,"Raining without high winds",1,1
3,"12:06",Dry,"Fine without high winds",1,4
3,"08:50",Dry,"Fine without high winds",1,3
3,"14:15",Dry,"Fine without high winds",1,1
3,"08:00",Wet,"Raining without high winds",1,2
3,"07:40",Dry,"Fine without high winds",1,2
3,"08:30",Dry,"Fine without high winds",1,1
3,"08:35",Dry,"Fine without high winds",1,3
3,"19:00",Wet,"Raining without high winds",1,2
3,"13:56",Wet,"Fine without high winds",1,2
3,"11:25",Wet,"Fine without high winds",1,3
3,"16:11",Dry,"Fine without high winds",1,2
3,"15:39",Dry,"Fine without high winds",1,1
3,"22:55",Wet,"Fine without high winds",1,2
3,"13:40",Dry,"Fine without high winds",1,2
3,"17:20",Dry,"Fine without high winds",1,1
3,"11:30",Wet,"Raining with high winds",1,2
3,"15:55",Dry,"Fine without high winds",1,2
2,"08:54",Wet,"Fine with high winds",1,2
2,"15:24",Dry,"Fine without high winds",1,1
3,"21:00",Dry,"Fine without high winds",1,2
3,"14:35",Dry,"Fine without high winds",1,2
3,"09:10",Wet,"Raining with high winds",1,1
3,"17:15",Dry,"Fine without high winds",1,2
3,"13:05",Wet,"Fog or mist",1,2
2,"05:56",Wet,"Fine without high winds",1,2
3,"11:30",Dry,"Fine without high winds",1,2
3,"15:15",Dry,"Fine without high winds",1,3
3,"23:05",Dry,"Fine without high winds",1,2
3,"09:10",Wet,"Other",1,2
3,"10:30",Wet,"Fine without high winds",1,2
3,"18:10",Frost,"Fog or mist",1,2
3,"10:00",Frost,"Fog or mist",1,2
3,"08:35",Wet,"Raining without high winds",1,2
3,"13:50",Dry,"Fine without high winds",1,3
3,"22:00",Wet,"Raining without high winds",1,2
3,"08:25",Wet,"Fine with high winds",1,2
3,"08:15",Dry,"Fine without high winds",1,2
3,"17:00",Wet,"Fine without high winds",1,2
3,"18:40",Wet,"Fine without high winds",1,1
3,"18:10",Wet,"Raining without high winds",1,2
3,"22:30",Wet,"Raining without high winds",1,1
3,"15:30",Dry,"Fine without high winds",1,2
3,"14:15",Dry,"Fine without high winds",1,1
3,"08:45",Dry,"Fine without high winds",1,1
3,"16:45",Dry,"Fine without high winds",1,2
3,"19:53",Dry,"Fine without high winds",1,2
1,"23:50",Dry,"Fine without high winds",1,1
3,"22:01",Dry,"Fine without high winds",1,2
